ID;ADDRESS;MAP_SIZE;LOOKUP;KEY_HASH;LOOKUP_KEYS_NUMBER;KEYS_POSITIONS;
3225;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 base_type 776899132 ;2;0 2 ;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3225;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 base_type 776899132 ;2;0 2 ;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3225;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 base_type 776899132 ;2;0 2 ;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3225;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 base_type 776899132 ;2;0 2 ;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3225;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 base_type 776899132 ;2;0 2 ;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3225;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 base_type 776899132 ;2;0 2 ;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3168;0x00007f9e3c28cfaa;10;1;output 347778797;1;6;
3169;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3168;0x00007f9e3c28cfaa;10;1;output 347778797;1;6;
3169;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3168;0x00007f9e3c28cfaa;10;1;output 347778797;1;6;
3169;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3168;0x00007f9e3c28cfaa;10;1;output 347778797;1;6;
3169;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3168;0x00007f9e3c28cfaa;10;1;output 347778797;1;6;
3169;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3168;0x00007f9e3c28cfaa;10;1;output 347778797;1;6;
3169;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
547;0x00007f9e3c28dd2a;5;1;'__struct__' 3251439783;1;0;
548;0x00007f9e3c28dd2a;5;1;'__struct__' 3251439783 opts 2844282593 re_pattern 3426278794 re_version 1519469805 source 2206250952 ;5;0 1 2 3 4 ;
3247;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 comp_elems 3086726025 ;2;0 3 ;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
3239;0x00007f9e3c28eaea;28;1;adapter 3840016951;1;1;
3239;0x00007f9e3c28eaea;28;1;adapter 3840016951;1;1;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
3248;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 array_elem 1760322137 ;2;0 1 ;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
2218;0x00007f9e3c232c72;2;1;port 3634880839;1;0;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3168;0x00007f9e3c28cfaa;10;1;output 347778797;1;6;
3169;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3168;0x00007f9e3c28cfaa;10;1;output 347778797;1;6;
3169;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3168;0x00007f9e3c28cfaa;10;1;output 347778797;1;6;
3169;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
2210;0x00007f9e3c230352;2;1;backend_pid 3939821666;1;0;
2211;0x00007f9e3c230352;2;1;subscribers 1795934476;1;1;
431;0x00007f9e3bf78182;0;0;'__struct__' 3251439783 first 2177785933 last 1882117626 step 1800171554 ;4;;
432;0x00007f9e3bf78182;0;0;'__struct__' 3251439783;1;-1;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3168;0x00007f9e3c28cfaa;10;1;output 347778797;1;6;
3169;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3168;0x00007f9e3c28cfaa;10;1;output 347778797;1;6;
3169;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3168;0x00007f9e3c28cfaa;10;1;output 347778797;1;6;
3169;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3168;0x00007f9e3c28cfaa;10;1;output 347778797;1;6;
3169;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3167;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3168;0x00007f9e3c28cfaa;10;1;output 347778797;1;6;
3169;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3095;0x00007f9e3c28cfaa;10;1;'__struct__' 3251439783 oid 2491074360 ;2;0 5 ;
3163;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3164;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
3165;0x00007f9e3c28cfaa;10;1;send 3666759780;1;8;
3166;0x00007f9e3c28cfaa;10;1;type 562741878;1;9;
